"Search Criteria:"

"Lease Type: Both"
"District: 10"
"Permitted Fluid: Salt Water"
"Injection Type: Disposal into a productive zone (H-1)"

"UIC No.","API No.",District,"Lease No.","Lease Name","Well No.","Field Name","Operator Name",County,Oil/Gas,"Formation Names"
000094696,17903797,10,03231,"JACKSON, WM., NCT-1",22,"PANHANDLE GRAY COUNTY FIELD","MON CORP.",GRAY,Oil,
000094904,34130262,10,077747,"APOLLO JOHNSON",1,"TEXAS HUGOTON","MGE RESOURCES, INC.",MOORE,Gas,
000095118,17931733,10,06022,"CABOT-SIDWELL KIRBY",1075,"PANHANDLE GRAY COUNTY FIELD","MCKAY OPERATING LLC",GRAY,Oil,
000095667,06532043,10,175559,"HORN, EDITH S.",2,"PANHANDLE, WEST","CAPROCK ENGINEERING, INC.",CARSON,Gas,
000095701,17904679,10,00489,PANHANDLE,1,"PANHANDLE GRAY COUNTY FIELD","PETCO PETROLEUM CORP.",GRAY,Oil,
000095789,48331622,10,242147,LORENE,105,"GILL RANCH (BROWN DOLOMITE)","COMPLETE ENERGY SERVICES, INC.",WHEELER,Gas,
000095885,23332083,10,05787,G.N.,2,"PANHANDLE HUTCHINSON COUNTY FLD.","HERRMANN, J.B.",HUTCHINSON,Oil,
000095895,23330342,10,02770,MAGNOLIA-HERRING,15,"PANHANDLE HUTCHINSON COUNTY FLD.","SCOUT ENERGY MANAGEMENT LLC",HUTCHINSON,Oil,
000095952,23330895,10,04411,"ARMSTRONG, M.B.",29W,"PANHANDLE HUTCHINSON COUNTY FLD.",LERA,HUTCHINSON,Oil,
000096026,23304544,10,02660,MCDOWELL,9,"PANHANDLE HUTCHINSON COUNTY FLD.","MOMENTUM OPERATING CO., INC.",HUTCHINSON,Oil,
000096045,06500514,10,01577,"BURNETT -R-",22,"PANHANDLE CARSON COUNTY FIELD","PONDEROSA TX OPERATING LLC",CARSON,Oil,
000096046,23309370,10,01277,"POND, R. L.",20,"PANHANDLE HUTCHINSON COUNTY FLD.","LARGE OPERATING LLC",HUTCHINSON,Oil,
000096412,23332456,10,06673,"JOHNSON, CHARLIE","D  4","PANHANDLE HUTCHINSON COUNTY FLD.","J. W. RESOURCES INC.",HUTCHINSON,Oil,
000096689,23331383,10,04844,WHITTENBURG,3309W,"PANHANDLE HUTCHINSON COUNTY FLD.","CANADIAN RIVER TRADING CO II",HUTCHINSON,Oil,
000096791,23331301,10,04720,BEARKILLER,28,"PANHANDLE HUTCHINSON COUNTY FLD.","C E ENERGY LLC",HUTCHINSON,Oil,
000096945,23301574,10,01744,"HUBER-PRITCHARD -A-",3,"PANHANDLE HUTCHINSON COUNTY FLD.","MAC 5 OPERATING, LLC",HUTCHINSON,Oil,
000096952,17931921,10,06499,"ANDERSON, CLARENCE ""B""",2,"PANHANDLE GRAY COUNTY FIELD","LARGE OPERATING LLC",GRAY,Oil,
000097232,17932404,10,183678,MOORE,1,"GILL RANCH (BROWN DOLOMITE)","BLACKBIRD ENERGY HOLDINGS LLC",GRAY,Gas,
000097513,21131614,10,247219,LOCKE,360,"LOCKE (BROWN DOLOMITE)","LE NORMAN OPERATING LLC",HEMPHILL,Gas,
000097704,23382610,10,01063,"J.J. PERKINS",29,"PANHANDLE HUTCHINSON COUNTY FLD.",LERA,HUTCHINSON,Oil,
000097713,35732573,10,275083,"COURSON RANCH 148",9W,"ALPAR-PEARSON (BROWN DOLOMITE)","LATIGO PETROLEUM, LLC",OCHILTREE,Gas,
000097714,39331121,10,06513,"COURSON RANCH 157",4D,"ALPAR-LIPS (DOUGLAS)","LATIGO PETROLEUM, LLC",ROBERTS,Oil,
000097775,34130235,10,03839,"MASTERSON RED CAVE","H  5","PANHANDLE (RED CAVE)","POLARIS OPERATING, LLC",MOORE,Oil,
000097777,23380741,10,00692,"MOORE, J. W., -A-",9,"PANHANDLE HUTCHINSON COUNTY FLD.","OILWELL OPERATORS, INC.",HUTCHINSON,Oil,
000097916,37530685,10,04468,"BIVINS ""S""",3301,"PANHANDLE (RED CAVE)","POLARIS OPERATING, LLC",POTTER,Oil,
000098304,39331506,10,07808,LOCKE,1,"SHREIKEY (BROWN DOLOMITE)","PRESIDIO PETROLEUM LLC",ROBERTS,Oil,
000098443,48332140,10,07740,PIKE,3X,"PANHANDLE WHEELER COUNTY FIELD","HARVARD PETROLEUM COMPANY, LLC",WHEELER,Oil,
000098730,23310780,10,01547,GRAHAM,3,"PANHANDLE HUTCHINSON COUNTY FLD.","LASATER & CO, INC.",HUTCHINSON,Oil,
000098867,17930270,10,03981,JENNEY,8,"PANHANDLE GRAY COUNTY FIELD","SCOUT ENERGY MANAGEMENT LLC",GRAY,Oil,
000099214,48331509,10,01441,LELA,11,"PANHANDLE WHEELER COUNTY FIELD","PANTERA ENERGY COMPANY",WHEELER,Oil,
000099232,17932036,10,03269,"BOWERS, J. B., NCT-1",24,"PANHANDLE GRAY COUNTY FIELD","XTO ENERGY INC.",GRAY,Oil,
000099245,35930306,10,07766,AD,2R,"ALAMOSA DOME (CANYON REEF)","ARROW OIL & GAS, LLC",OLDHAM,Oil,
000099314,06531002,10,100593,"BOWERS, CHARLES",1,"PANHANDLE, WEST","HORN, TOM D.",CARSON,Gas,
000099437,35930302,10,07792,"MD 18",1,"MANSFIELD DOME (CANYON REEF)","ARROW OIL & GAS, LLC",OLDHAM,Oil,
000099441,06531940,10,00156,"JEFF NUNN",22,"PANHANDLE CARSON COUNTY FIELD","MISTEX OPERATING, INC.",CARSON,Oil,
000099464,06531231,10,05157,"VIDA -D-",2,"PANHANDLE CARSON COUNTY FIELD","LITTLE OIL & GAS",CARSON,Oil,
000099518,17906039,10,07175,"SWP DOLOMITE UNIT",1415,"PANHANDLE GRAY COUNTY FIELD","ENERGON OIL, INC.",GRAY,Oil,
000099521,23332257,10,02877,"YAKE -G-",17,"PANHANDLE HUTCHINSON COUNTY FLD.","PG-M INTERNATIONAL OPERATING,LLC",HUTCHINSON,Oil,
000099769,34181456,10,01698,"MASTERSON ESTATE",8,"PANHANDLE MOORE COUNTY FIELD","BEREN CORPORATION",MOORE,Oil,
000099777,23320045,10,02843,"JOHNSON, M. T.",9,"PANHANDLE HUTCHINSON COUNTY FLD.","KODIAK OPERATING, LLC",HUTCHINSON,Oil,
000099862,23307314,10,01060,NEIL,3,"PANHANDLE HUTCHINSON COUNTY FLD.","PONDEROSA TX OPERATING LLC",HUTCHINSON,Oil,
000100354,23381642,10,00891,"STEVENSON -A-",14,"PANHANDLE HUTCHINSON COUNTY FLD.","PG-M INTERNATIONAL OPERATING,LLC",HUTCHINSON,Oil,
000100357,19531306,10,164587,KNUTSON,104,"SPOONY (BROWN DOLOMITE)","JCB II ENTERPRISES, LLC",HANSFORD,Gas,
000100377,23332287,10,04650,"JPH DIAL","A  7","PANHANDLE HUTCHINSON COUNTY FLD.","PG-M INTERNATIONAL OPERATING,LLC",HUTCHINSON,Oil,
000100535,34131951,10,05484,HARRIS-LADD,16NP,"PANHANDLE MOORE COUNTY FIELD","J. W. RESOURCES INC.",MOORE,Oil,
000100541,34133049,10,07885,PHILLIPS,2,"PANHANDLE MOORE COUNTY FIELD","J. W. RESOURCES INC.",MOORE,Oil,
000100649,39330620,10,000000,,2066,,,ROBERTS,,
000100670,39331660,10,07668,MORRISON,2183,"MORRISON RANCH (MORROW UP. 9470)","DAVIS OPERATING COMPANY, INC.",ROBERTS,Oil,MORROW
000100673,48302828,10,01439,EAST,1,"PANHANDLE WHEELER COUNTY FIELD","MON CORP.",WHEELER,Oil,
000100686,23307297,10,01060,NEIL,1,"PANHANDLE HUTCHINSON COUNTY FLD.","PONDEROSA TX OPERATING LLC",HUTCHINSON,Oil,
000100708,48302550,10,01438,DESON,9,"PANHANDLE WHEELER COUNTY FIELD","MON CORP.",WHEELER,Oil,
000100736,23331385,10,04565,LUCAS,9,"PANHANDLE HUTCHINSON COUNTY FLD.","LASATER & CO, INC.",HUTCHINSON,Oil,
000101072,17902016,10,00476,"JOHNSON -A-",1,"PANHANDLE GRAY COUNTY FIELD","EXXCEL PRODUCTION COMPANY",GRAY,Oil,
000101304,37531068,10,03850,BIVINS,5067,"PANHANDLE (RED CAVE)","POLARIS OPERATING, LLC",POTTER,Oil,
000101305,37531260,10,03850,BIVINS,8073,"PANHANDLE (RED CAVE)","POLARIS OPERATING, LLC",POTTER,Oil,
000101306,37531251,10,03850,BIVINS,1765,"PANHANDLE (RED CAVE)","POLARIS OPERATING, LLC",POTTER,Oil,
000101307,37531266,10,03850,BIVINS,2874,"PANHANDLE (RED CAVE)","POLARIS OPERATING, LLC",POTTER,Oil,
000101682,34132918,10,07534,SHARON,3,"PANHANDLE MOORE COUNTY FIELD","FORTAY, INC.",MOORE,Oil,
000102306,17901143,10,00388,"DARSEY, R. E.",25,"PANHANDLE GRAY COUNTY FIELD","CYCOHL ENERGY, LLC",GRAY,Oil,
000102395,20530313,10,07847,FRANTZ,1,"TEXAS CAPITAL DOORS (BRN DOLO)","CAMBRIDGE PRODUCTION, INC.",HARTLEY,Oil,"BROWN DOLOMITE, GRANITE WASH"
000102835,06530229,10,03983,"BONEY B",6,"PANHANDLE CARSON COUNTY FIELD","PONDEROSA TX OPERATING LLC",CARSON,Oil,
000102844,42131014,10,228187,"BIVINS ""C""",8R,"TEXAS HUGOTON","J. W. RESOURCES INC.",SHERMAN,Gas,
000103191,34131764,10,05484,HARRIS-LADD,7,"PANHANDLE MOORE COUNTY FIELD","J. W. RESOURCES INC.",MOORE,Oil,"BROWN DOLOMITE, MOORE COUNTY LIME"
000103338,35732948,10,03740,"NORTH PERRYTON UNIT",504,"PERRYTON, NORTH (GEORGE MORROW)","TABULA RASA ENERGY, LLC",OCHILTREE,Oil,MORROW
000103524,06530050,10,03597,BIVINS,11,"PANHANDLE POTTER COUNTY FIELD","PLUMLEY, M. C. & ASSOCIATES",CARSON,Oil,"BROWN DOLOMITE"
000103614,17906317,10,07034,HUGHEY,1513,"PANHANDLE GRAY COUNTY FIELD","CRUDE OPERATORS, L.L.C.",GRAY,Oil,"BROWN DOLOMITE"
000104502,06502300,10,00065,"BLOCK ABC","B  8","PANHANDLE CARSON COUNTY FIELD","LARGE OPERATING LLC",CARSON,Oil,
000104767,35930331,10,03850,BIVINS,2302,"PANHANDLE (RED CAVE)","POLARIS OPERATING, LLC",OLDHAM,Oil,"RED CAVE"
000104967,17906328,10,07034,HUGHEY,1524,"PANHANDLE GRAY COUNTY FIELD","CRUDE OPERATORS, L.L.C.",GRAY,Oil,"BROWN DOLOMITE, GRANITE WASH"
000105171,20530158,10,06207,"LATHAM FAMILY UNIT",1,"LATHEM (CANYON GRANITE WASH)","RIO PETROLEUM, INC.",HARTLEY,Oil,"GRANITE WASH"
000105244,34131906,10,05576,FAYE-GRANT,11,"PANHANDLE MOORE COUNTY FIELD","PLANETIERRA PARTNERSHIP",MOORE,Oil,"BROWN DOLOMITE, WHITE DOLOMITE, MOORE COUNTY LIME"
000105672,23333476,10,02660,MCDOWELL,17,"PANHANDLE HUTCHINSON COUNTY FLD.","MOMENTUM OPERATING CO., INC.",HUTCHINSON,Oil,"BROWN DOLOMITE, MOORE COUNTY LIME"
000105922,23305674,10,01241,STANSBERRY,23,"PANHANDLE HUTCHINSON COUNTY FLD.","PG-M INTERNATIONAL OPERATING,LLC",HUTCHINSON,Oil,"BROWN DOLOMITE, MOORE COUNTY LIME"
000105959,35733087,10,03740,"NORTH PERRYTON UNIT",604W,"PERRYTON, NORTH (GEORGE MORROW)","TABULA RASA ENERGY, LLC",OCHILTREE,Oil,"MORROW UPPER"
000106313,23301171,10,04274,"STATE OF TEXAS -A-","A 12","PANHANDLE HUTCHINSON COUNTY FLD.","PONDEROSA TX OPERATING LLC",HUTCHINSON,Oil,"BROWN DOLOMITE"
000106790,35731343,10,07184,"ALBERT-SPICER UPPER MORROW UNIT",302,"BOOKER, N. (MORROW, UPPER)","TABULA RASA ENERGY, LLC",OCHILTREE,Oil,"MORROW UPPER"
000107046,20530312,10,07798,"BRYANT, MALCOLM",3,"LATHEM, S.(DES MOINES)","FORTAY, INC.",HARTLEY,Oil,"BROWN DOLOMITE"
000107073,48300235,10,01727,KREY,1,"PANHANDLE WHEELER COUNTY FIELD","SHAMROCK TEXAS PARTNERS L.P.",WHEELER,Oil,"DOLOMITE, GRANITE WASH"
000107300,39330923,10,104341,"OSBORNE 36",3036,"RED DEER (WOLFCAMP LM)","RAFTERH ENTERPRISES, INC.",ROBERTS,Gas,WOLFCAMP
000107351,17931983,10,06701,BETTY,2W,"PANHANDLE GRAY COUNTY FIELD","SCOUT ENERGY MANAGEMENT LLC",GRAY,Oil,"BROWN DOLOMITE, GRANITE WASH"
000107887,08700453,10,02964,LAYCOCK,1,"PANHANDLE COLLINGSWORTH COUNTY","HARVARD PETROLEUM COMPANY, LLC",COLLINGSWORTH,Oil,"BROWN DOLOMITE"
000108111,35930327,10,08602,BACA,1,"CRUZ CREEK (BROWN DOLOMITE)","SUNLIGHT EXPLORATION, INC.",OLDHAM,Oil,"BROWN DOLOMITE"
000108241,37531270,10,03850,BIVINS,2869,"PANHANDLE (RED CAVE)","POLARIS OPERATING, LLC",POTTER,Oil,"RED CAVE"
000108483,23330843,10,00903,PITTS,121,"PANHANDLE HUTCHINSON COUNTY FLD.","POLARIS OPERATING, LLC",HUTCHINSON,Oil,"BROWN DOLOMITE"
000109219,06500619,10,00134,WIGHAM,22,"PANHANDLE CARSON COUNTY FIELD","KISMET PROPERTIES, INC.",CARSON,Oil,"GRANITE WASH"
000111084,23310203,10,00700,"THOM -A-",2,"PANHANDLE HUTCHINSON COUNTY FLD.","POLARIS OPERATING, LLC",HUTCHINSON,Oil,
000112202,37531288,10,03850,BIVINS,5071,"PANHANDLE (RED CAVE)","POLARIS OPERATING, LLC",POTTER,Oil,"RED CAVE"
000112248,17932425,10,00311,"JACKSON, WM.",16,"PANHANDLE GRAY COUNTY FIELD","PETCO PETROLEUM CORP.",GRAY,Oil,"GRANITE WASH"
000112742,35930400,10,000000,,4,,,OLDHAM,,"SUNDANCE, GRANITE WASH UPPER"
000112969,23331585,10,00729,"CARVER AREA WATERFLOOD UNIT #2",33,"PANHANDLE HUTCHINSON COUNTY FLD.","SCOUT ENERGY MANAGEMENT LLC",HUTCHINSON,Oil,"BROWN DOLOMITE"
000113180,23330718,10,04454,"HERRING ""A"" TRACT 2",92,"PANHANDLE HUTCHINSON COUNTY FLD.","SCOUT ENERGY MANAGEMENT LLC",HUTCHINSON,Oil,"BROWN DOLOMITE"
000113992,37531779,10,08636,"CRUZ CREEK",105,"CRUZ CREEK (BROWN DOLOMITE)","LADDEX, LTD.",POTTER,Oil,"BROWN DOLOMITE"
000114225,39331219,10,214275,"COURSON RANCH 133",4A,"ALPAR-PEARSON (BROWN DOLOMITE)","LATIGO PETROLEUM, LLC",ROBERTS,Gas,"BROWN DOLOMITE"
000114724,17980253,10,024626,"JACKSON, WM.",5,"PANHANDLE, WEST","PETCO PETROLEUM CORP.",GRAY,Gas,"BROWN DOLOMITE"
000114789,34130679,10,04308,THOMPSON,209P,"PANHANDLE (RED CAVE)","ADAMS AFFILIATES, INC.",MOORE,Oil,"RED CAVE"
000115227,39331699,10,218797,"COURSON RANCH 6",1,"ALPAR-PEARSON (BROWN DOLOMITE)","LATIGO PETROLEUM, LLC",ROBERTS,Gas,"BROWN DOLOMITE"
000115467,35700858,10,022541,"CUDD, J. E.",1,"PERRYTON, WEST (MORROW)","QUANAH PANHANDLE, LLC",OCHILTREE,Gas,"LOWER MORROW"
000115617,17920075,10,00554,"SAUNDERS -B-",16,"PANHANDLE GRAY COUNTY FIELD","XTO ENERGY INC.",GRAY,Oil,"BROWN DOLOMITE"
000116109,34133496,10,284483,"DUMAS SWD",1,"PANHANDLE, WEST","PAMPA WATER DISPOSAL, INC.",MOORE,Gas,"BROWN DOLOMITE, MOORE COUNTY LIME"
000117552,34133372,10,04308,THOMPSON,2031,"PANHANDLE (RED CAVE)","POLARIS OPERATING, LLC",MOORE,Oil,"RED CAVE"
000118959,39331531,10,193294,"COURSON RANCH ""B"" UNIT 13",74,"ALPAR-PEARSON (BROWN DOLOMITE)","LATIGO PETROLEUM, LLC",ROBERTS,Gas,"BROWN DOLOMITE"
000118985,48380945,10,01548,"LASATER WEST",1,"PANHANDLE WHEELER COUNTY FIELD","LIONHEART ENERGY CORPORATION",WHEELER,Oil,"GREY DOLOMITE, GRANITE WASH"
